Comments,Class0,Class1,Class2,Class3,Class4,Class5
৩ নাম্বার মাল টার পাজামার ফিতা বের হয়ে আছে,0,1,0,0,0,0
বিপথগামী নারী,1,0,0,0,0,0
তর মারে চুদি তরে ও চুদি তর বুনরে চুদি,0,0,0,1,0,0
মেয়েদের নিজেদের মধ্যে আরেকটু পর্দার অন্তরালে থেকে চলা উচিত,0,0,0,0,1,0
তুই নিজে মুসলমান হয়ে তোর মুখে এত ছোট ছোট জামা কাপড় কি করে ইউজ করতে বলিস  ,0,1,0,0,0,0
মাশাআল্লাহ দুধ তো এগুলা দুধ না যেমন একেকটা ফুট বল লাখ গেলে ও সানাই এর লস হয় নাই,1,0,0,0,0,0
ম্যামের বার্থডে উপলক্ষে কেক খান সবাই,0,0,0,0,0,1
তুই যদি এতই ভালো হয়ে থাকিস তাহলে তোর পর্দা কই,0,0,0,0,1,0
হিজাব  তুমি নারীর নিরাপত্তা ,0,1,0,0,0,0
হারামজাদার ব উকে ধরলো না কেন,1,0,0,0,0,0
মেয়ে হয়ে জন্মালে তোমাকে ঘর কন্যা তো করবেই ,0,1,0,0,0,0
গরুর জন্য জখন মুসলমান মেরে ফেলে তখন তসলিমা কুত্তী ঘুমায় চুকানি শুরু হয়,1,0,0,0,0,0
রুহানি মানে পৃথিবীর শ্রেষ্ঠ সন্তান,0,0,0,0,0,1
ফারিয়া খানকি মাগি তার মারে চুদি,0,0,0,1,0,0
মমতাজকে দেখতে হিজলার মত,1,0,0,0,0,0
অশ্লীল নারীরা বাবা মা বড় ভাই স্বামী এবং আর অনেক লোক জাহান্নামে নিয়ে যাবে,0,1,0,0,0,0
তোর ভোদায়া লাই দিম,0,0,0,1,0,0
শালি আমাদের রংপুরের মান সম্মান খাইলো,1,0,0,0,0,0
মাগিরে কুত্তা দিয়ে চুদানো দরকার বাইর হ বাংলাদেশ থেকে তুই,0,0,0,1,0,0
শালির বেটি ক্যাপশন টা কি দিলি রাত কাটাতে এটা কেমন ক্যাপশন,1,0,0,0,0,0
মিননি মাগির বোদার ভিতর মরিচ লাগাই পিটাইলে সব কথা বের হয়ে যাবে,0,0,0,1,0,0
পর্দার বিধানের প্রতি পূর্ণ সমর্পিত থাকাই ঈমানের দাবি,0,0,0,0,0,1
শালীন ও মার্জিত পোষাক ও চাল চলনের শরয়ী রূপই হলো পর্দা,0,0,0,0,0,1
তুগো দালালের মাইরে চুদি,0,0,0,1,0,0
এক কথায় ইসলামের শাসনের পথে দেশ চালাতে হবে  তবে ঠিক হয়ে যাবে  পর্দা পর্দা করে চল ,0,1,0,0,0,0
মহিলার কথার ধরন দেখুন  তাকে ততটাও ভালো মনে হয় না,0,0,0,0,1,0
এই মাগির খবর এর সাথে মুখের মিল নাই তের বোদা পাটাবো,0,0,0,1,0,0
অযথা পোশাক কিনে টাকা অপচয়,0,1,0,0,0,0
মহিলাটা আসলেই অস্ট্রেলিয়ার ফিজিয়ান গাভী,0,0,0,0,1,0
 খানকি  জাতীয় নারী    ,1,0,0,0,0,0
এই গাই গরুটাকে নিউজিল্যান্ড পাঠিয়ে দেন,1,0,0,0,0,0
এই কুত্তি শালিকে গুলি করে মারা উচিত নিরলজজ বে সরম কাপড় খুলে দেখা ভাইরাল হতে পারবি,0,0,0,1,0,0
মেয়েদের বুদ্ধি নিয়ে গেছেন না এমনটা তো হবেই  ,0,1,0,0,0,0
সালিরে কঠিন সাজা দেওয়া হোক,0,0,0,1,0,0
অপু এত দিন অপেক্ষা করেছিল শাকিব জয়ের মুখের দিকে তাকিয়ে অপুকে বিবাহ্ করে মেনে নেয় কি না যখন তা আর হলনা এখন অপু ও সাজানো নাটক করা শুরু করল সে গরুড় গোস্ত খায়নাই রোজা নামায করে নাই কত ভাব যদি এই সব না করে থাক অপু তবে তুমি তো ভাল করেই যান তুমার ধর্মটা ছিল হিন্দু তবে তুমি একটা মুসলিম ঘড়ের ছেলের সাথে কি করে মন বিনিময় করলা কি করে সারিরিক মেলা মেশায় লিপ্ত হয়েছ এক বার তো ভাবা উচিত ছিল তুমার পাপ কখন ও বাপ হয়না তা হয় শাপ মনে রাইখ এখন একদিন ছেলেকে কি উওর তুমরা দুজনই দিবা,1,0,0,0,0,0
এরকম নারী কে জুতা মার,0,0,0,1,0,0
ঠিকি বলেছেন ভাই যদি এই ডিসির দাড়ি টুপি থাকতো তালে নারীবাদিদের শোকের ছায়া পড়ে যেত মু্ন্নি শাহ মাসুদা ভট্টি শয়তান কবির মতো নারীবাদিরা আজ কোথায়,1,0,0,0,0,0
সারা জীবন পড়াশোনা করে আমেরিকা যেয়ে ডিগ্রি নিয়ে তোর মতো বাস্টার্ডের সবচেয়ে বড় অর্জন একজন সফল দালাল হওয়া  তোর মা কে রত্নগর্ভা উপাধি তুলে নিয়ে দালালগর্ভা উপাধি দেওয়া উচিত ,1,0,0,0,0,0
আপুর ধর্মীয় নিয়ম ফলো করা উচিত সাথে বোরখা পড়ে থাকা উচিত,0,1,0,0,0,0
এই আন্দোলনের মধ্য দিয়ে বাংলাদেশ আরো দুই ধাপ এগিয়ে যাবে ,0,0,0,0,0,1
এইসব অনর্থের মূল কারণ আমার মনে হয়  নারীর ক্ষমতায়ন ,0,1,0,0,0,0
তোর বউটা তো আরো খারাপ তোর বউকে কুত্তা দিয়ে চুদাতে হবে,0,0,0,1,0,0
ঘরোয়া কর্তব্য পালন করা খারাপ কিছুনা,0,0,0,0,0,1
শুধু মাত্র লেখার জন্য উনাকে মৃত্যুর ফতোয়া এবং দেশ থেকে বের করে দেয়া হয়েছে ,0,0,0,0,0,1
পরে যেই নষ্ট মেয়ে গুলো আসছে তাদেরও বিচার চাই,1,0,0,0,0,0
নারীর মাঝে পুরুষের স্বভাব বা সত্ত্বাকে খোঁজ করার কোনো মানে হয় না,0,0,0,0,0,1
চুপ কর বেয়াদব মহিলা তোর কন্ঠের সাথে তো এই মেয়ের মুখই মিলছে না,1,0,0,0,0,0
